4761,3870,3
6482,3870,3
14712,3870,1
15582,3870,4
28,3998,5
305,3998,5
577,3998,5
1744,3998,5
3418,3998,5
4761,3998,5
6482,3998,4
6666,3998,4
9087,3998,5
14137,3998,3
14712,3998,5
15582,3998,5
16082,3998,5
28,4057,4
1744,4057,4
4761,4057,4
6482,4057,4
10721,4057,3
14712,4057,4
15582,4057,4
16082,4057,4
12292,4247,4
13927,4247,4
14712,4247,3
15582,4247,2
16082,4247,2
28,4306,3
1744,4306,3
4761,4306,3
10721,4306,1
14712,4306,3
15582,4306,3
992,4315,5
6482,4315,5
11688,4315,4
14712,4315,5
15582,4315,4
28,4409,5
1832,4409,4
4761,4409,4
6482,4409,4
10721,4409,5
14712,4409,4
577,4421,2
595,4421,2
907,4421,4
992,4421,4
1832,4421,3
3418,4421,2
4761,4421,2
9087,4421,3
11688,4421,4
12292,4421,4
14712,4421,2
1832,4576,4
3740,4576,3
15582,4576,2
28,4597,3
907,4597,4
1744,4597,4
1832,4597,2
2344,4597,3
3253,4597,4
3740,4597,5
5877,4597,2
6482,4597,3
10576,4597,3
12292,4597,3
12824,4597,3
13927,4597,4
15582,4597,2
28,4679,5
1744,4679,5
3418,4679,5
4761,4679,5
13633,4679,5
15582,4679,5
16082,4679,5
1744,4706,3
3253,4706,4
3944,4706,3
4049,4706,5
12292,4706,5
15582,4706,3
16082,4706,2
1832,4783,4
3253,4783,4
6482,4783,3
12292,4783,4
28,4905,2
992,4905,5
1744,4905,4
2808,4905,3
4761,4905,4
6482,4905,4
6666,4905,3
10721,4905,2
14712,4905,3
15449,4905,4
15576,4905,3
15582,4905,5
16082,4905,5
3418,4906,3
11965,4906,5
12824,4906,5
14712,4906,4
15449,4906,5
15582,4906,3
16082,4906,4
28,4983,4
305,4983,4
1744,4983,4
12292,4983,4
13055,4983,3
13927,4983,4
14712,4983,4
15582,4983,4
16082,4983,5
1744,5399,5
3418,5399,3
4761,5399,3
14712,5399,3
15449,5399,4
15582,5399,3
16082,5399,4
1832,5530,5
4761,5530,4
6482,5530,4
7186,5530,3
9087,5530,3
15582,5530,2
1832,5568,3
3253,5568,3
3418,5568,1
4761,5568,2
5943,5568,2
13927,5568,3
15582,5568,2
1744,5569,4
1832,5569,5
4761,5569,3
6482,5569,5
14137,5569,2
577,5618,5
3253,5618,4
3740,5618,4
13927,5618,5
15582,5618,3
28,5652,4
907,5652,5
992,5652,4
1744,5652,2
1832,5652,3
9256,5652,3
12292,5652,5
15582,5652,2
16082,5652,4
3253,5977,3
3418,5977,3
6482,5977,3
7186,5977,4
14712,5977,3
15582,5977,3
16082,5977,5
1832,5980,3
2344,5980,3
3253,5980,5
3271,5980,4
4049,5980,5
7186,5980,5
10576,5980,3
11288,5980,2
12292,5980,3
14575,5980,3
14712,5980,4
15582,5980,4
1832,6056,5
3253,6056,4
6482,6056,5
6666,6056,5
14137,6056,2
14712,6056,3
15582,6056,2
1744,6173,3
1832,6173,3
3418,6173,1
4049,6173,2
4761,6173,4
13927,6173,3
14712,6173,3
16082,6173,4
305,6206,4
577,6206,4
907,6206,5
1744,6206,3
1832,6206,4
3253,6206,4
3418,6206,3
4761,6206,3
6482,6206,3
13927,6206,4
14712,6206,4
16082,6206,4
28,6460,3
1744,6460,3
1832,6460,3
3944,6460,3
12292,6460,4
28,6504,4
305,6504,5
1744,6504,4
1832,6504,4
3418,6504,3
6482,6504,4
9087,6504,4
14712,6504,5
15449,6504,5
15582,6504,5
16082,6504,5
305,6529,4
6482,6529,3
14712,6529,5
15582,6529,5
16082,6529,5
28,6544,4
48,6544,4
1744,6544,4
1832,6544,4
3418,6544,4
4761,6544,3
6482,6544,3
12824,6544,4
13927,6544,5
14712,6544,4
15516,6544,3
15582,6544,2
305,6629,3
1744,6629,3
1832,6629,3
10576,6629,3
13055,6629,3
13927,6629,4
14712,6629,3
15449,6629,5
15582,6629,5
16082,6629,5
1744,6699,3
3253,6699,3
6482,6699,5
6666,6699,3
15582,6699,3
16082,6699,4
1832,6766,2
3418,6766,2
6482,6766,3
15582,6766,3
16082,6766,4
28,6785,4
1744,6785,5
3418,6785,3
4761,6785,5
6482,6785,4
10721,6785,2
14712,6785,3
15582,6785,5
1744,7063,4
1832,7063,4
4761,7063,4
5943,7063,4
6482,7063,4
9087,7063,3
14712,7063,3
15582,7063,4
16082,7063,3
28,7133,4
1744,7133,5
6482,7133,4
14712,7133,4
15582,7133,5
28,7134,4
305,7134,3
1744,7134,3
1832,7134,4
3253,7134,4
4761,7134,3
6482,7134,4
15582,7134,2
16082,7134,4
1832,7284,5
3418,7284,1
14712,7284,2
15582,7284,1
28,7576,4
48,7576,4
1744,7576,4
1832,7576,2
3418,7576,2
6482,7576,4
7186,7576,4
13186,7576,4
14137,7576,4
14712,7576,2
15582,7576,3
16082,7576,4
577,7599,4
1744,7599,4
1832,7599,4
3418,7599,2
4761,7599,3
6482,7599,4
11965,7599,1
14712,7599,3
15582,7599,3
16082,7599,4
28,7601,4
1744,7601,3
4761,7601,2
13927,7601,4
14712,7601,2
15582,7601,4
1744,7628,3
1832,7628,4
6482,7628,4
14712,7628,2
15582,7628,4
16082,7628,3
1744,7730,4
1832,7730,4
3253,7730,4
4761,7730,4
6482,7730,3
14712,7730,1
16082,7730,2
1744,7748,5
4761,7748,3
6482,7748,3
14137,7748,3
14712,7748,4
15576,7748,4
28,7921,4
1744,7921,5
1832,7921,4
3740,7921,4
6482,7921,5
14712,7921,4
15582,7921,4
16082,7921,5
10721,7949,3
14712,7949,2
15449,7949,1
15582,7949,3
1744,8055,4
4761,8055,3
6482,8055,3
14712,8055,3
15582,8055,3
16082,8055,3
28,8095,5
577,8095,5
1744,8095,5
1832,8095,5
3418,8095,3
6482,8095,3
14712,8095,3
15582,8095,4
305,8117,3
1061,8117,5
1744,8117,5
3740,8117,5
4761,8117,3
6482,8117,5
8781,8117,3
12538,8117,3
14712,8117,4
15449,8117,3
28,8121,1
907,8121,3
4061,8121,2
6482,8121,3
7186,8121,1
9256,8121,1
10721,8121,1
12292,8121,3
14800,8121,4
992,8135,5
1744,8135,5
1832,8135,5
3418,8135,3
11688,8135,5
14712,8135,2
1832,8158,5
2786,8158,4
3253,8158,4
3740,8158,5
6482,8158,5
1744,8200,4
3253,8200,4
3418,8200,2
4761,8200,3
6482,8200,4
6666,8200,4
9855,8200,4
14137,8200,4
14712,8200,3
15449,8200,3
15582,8200,4
16082,8200,4
577,8212,3
1832,8212,4
3253,8212,3
3740,8212,4
3944,8212,3
5877,8212,5
6482,8212,2
9256,8212,3
12292,8212,4
12824,8212,4
16082,8212,1
28,8660,4
1744,8660,3
1832,8660,3
3253,8660,5
3418,8660,2
4761,8660,3
6482,8660,4
14137,8660,2
14712,8660,4
15582,8660,4
305,8748,4
1744,8748,3
3418,8748,3
6482,8748,4
10721,8748,3
14712,8748,3
15449,8748,3
15582,8748,4
16082,8748,4
3253,8757,3
3418,8757,3
6482,8757,4
14712,8757,3
28,8815,5
305,8815,4
1832,8815,4
3418,8815,5
6482,8815,5
6666,8815,5
8781,8815,5
14137,8815,5
14712,8815,5
15582,8815,5
28,9321,3
907,9321,5
1744,9321,4
1832,9321,4
11688,9321,3
12292,9321,3
14712,9321,1
15582,9321,3
16082,9321,3
305,9399,4
1744,9399,4
1832,9399,3
3418,9399,4
6482,9399,4
13927,9399,5
15582,9399,5
16082,9399,4
28,9557,5
305,9557,3
1832,9557,2
3418,9557,2
4049,9557,4
6482,9557,3
6666,9557,4
7186,9557,5
11158,9557,1
12292,9557,4
14137,9557,2
14712,9557,2
15516,9557,2
15582,9557,2
28,9597,5
1744,9597,3
3418,9597,5
4761,9597,3
6482,9597,3
14712,9597,1
15576,9597,4
15582,9597,3
16082,9597,4
3253,9660,3
6482,9660,3
15582,9660,3
16082,9660,3
1744,9691,4
3418,9691,4
4761,9691,4
15449,9691,4
15582,9691,5
16082,9691,5
1744,9850,5
1832,9850,3
3418,9850,3
4761,9850,3
6482,9850,5
10721,9850,4
14712,9850,5
15449,9850,4
15582,9850,5
16082,9850,5
28,9861,4
305,9861,4
3418,9861,4
6482,9861,3
10721,9861,3
15582,9861,4
16082,9861,4
1744,9964,3
2808,9964,4
3418,9964,4
15582,9964,4
16082,9964,4
907,10016,4
3253,10016,4
3740,10016,3
10576,10016,3
16082,10016,2
28,10251,4
595,10251,4
3418,10251,3
4049,10251,4
6482,10251,4
7186,10251,4
14712,10251,5
14807,10251,4
305,10268,3
992,10268,4
1744,10268,4
1832,10268,3
3418,10268,3
4761,10268,3
6482,10268,2
9087,10268,3
14712,10268,3
15449,10268,3
15582,10268,3
28,10273,3
1744,10273,4
1832,10273,3
3418,10273,3
4761,10273,3
6482,10273,4
14712,10273,3
15582,10273,4
16082,10273,4
28,10337,3
305,10337,4
3418,10337,3
4761,10337,2
6482,10337,4
14712,10337,3
15582,10337,4
305,10374,5
1744,10374,5
1832,10374,3
3418,10374,4
3740,10374,4
4761,10374,4
5943,10374,4
6482,10374,5
6666,10374,3
9087,10374,4
13927,10374,5
14137,10374,4
14712,10374,5
15582,10374,5
16082,10374,5
1832,10470,5
3253,10470,4
13186,10470,5
15714,10470,5
1744,10638,4
3253,10638,4
3418,10638,3
6482,10638,3
14137,10638,2
14712,10638,3
15582,10638,3
16082,10638,3
28,10679,4
48,10679,3
305,10679,3
992,10679,5
3418,10679,5
3740,10679,3
4761,10679,4
5943,10679,4
6482,10679,3
7186,10679,3
8781,10679,3
9087,10679,3
11688,10679,4
12292,10679,4
12538,10679,4
13633,10679,3
13927,10679,5
14712,10679,2
15516,10679,5
15582,10679,3
28,10733,3
907,10733,4
992,10733,3
3418,10733,2
3740,10733,2
4761,10733,1
6482,10733,2
14712,10733,3
14712,10742,2
15582,10742,2
16082,10742,3
305,10805,3
1744,10805,4
4761,10805,3
6482,10805,3
15582,10805,3
305,10897,3
992,10897,2
1744,10897,3
1832,10897,3
3418,10897,3
6482,10897,3
9087,10897,3
12292,10897,3
14712,10897,2
15516,10897,3
15582,10897,5
16082,10897,3
28,10901,5
305,10901,5
992,10901,5
1744,10901,5
1832,10901,5
3418,10901,5
4761,10901,5
6482,10901,5
12292,10901,5
14712,10901,5
15582,10901,5
16082,10901,5
28,10943,5
305,10943,5
1744,10943,4
1832,10943,4
8781,10943,4
14712,10943,4
15582,10943,5
16082,10943,5
28,10947,3
48,10947,3
1744,10947,3
1832,10947,3
4761,10947,3
7186,10947,3
12292,10947,3
14712,10947,2
15449,10947,3
15582,10947,3
16082,10947,3
1832,10954,3
3253,10954,4
3418,10954,3
6482,10954,3
7186,10954,3
15516,10954,4
15582,10954,4
16082,10954,5
28,11043,5
305,11043,5
1744,11043,4
1832,11043,4
2808,11043,3
3253,11043,3
3418,11043,3
4049,11043,4
4761,11043,3
6482,11043,3
6666,11043,3
8781,11043,4
9087,11043,4
10721,11043,4
11158,11043,3
12538,11043,4
14137,11043,3
14712,11043,5
15449,11043,4
15576,11043,5
15582,11043,5
16082,11043,5
1744,11215,5
1832,11215,3
6482,11215,5
6666,11215,4
10721,11215,4
14712,11215,4
15449,11215,4
15582,11215,5
16082,11215,5
28,11398,3
48,11398,5
1744,11398,4
6482,11398,3
28,11430,2
305,11430,5
1744,11430,3
1832,11430,5
3418,11430,5
6482,11430,4
11965,11430,5
14712,11430,4
15516,11430,5
16082,11430,5
1744,11462,3
1832,11462,3
3418,11462,3
3740,11462,3
4049,11462,4
13927,11462,5
15582,11462,2
16082,11462,4
1744,11540,5
3418,11540,3
4761,11540,4
10721,11540,3
13604,11540,4
14712,11540,4
15449,11540,4
15582,11540,3
16082,11540,4
28,11583,4
1744,11583,3
14712,11583,3
15582,11583,3
4761,11676,3
6482,11676,3
14712,11676,3
1744,11734,4
6482,11734,4
13927,11734,4
15449,11734,2
15582,11734,4
16082,11734,4
1744,11796,5
3253,11796,3
4761,11796,3
6482,11796,4
6666,11796,3
7186,11796,3
9087,11796,1
10721,11796,1
11158,11796,2
12538,11796,3
13927,11796,3
14712,11796,3
15582,11796,3
16082,11796,3
28,11826,3
305,11826,3
1744,11826,3
6482,11826,3
10721,11826,3
14137,11826,3
14712,11826,3
15582,11826,3
28,12253,4
305,12253,4
1744,12253,5
3418,12253,3
6482,12253,5
14712,12253,4
15449,12253,4
15582,12253,5
16082,12253,4
28,12798,3
305,12798,1
1744,12798,4
1832,12798,4
6482,12798,3
14712,12798,2
15582,12798,2
16082,12798,4
305,12812,4
1744,12812,4
1832,12812,5
3253,12812,3
3418,12812,3
6482,12812,4
9855,12812,1
13927,12812,3
14712,12812,4
15449,12812,4
15582,12812,5
28,12876,5
305,12876,5
992,12876,5
3418,12876,5
6482,12876,3
8781,12876,5
12538,12876,5
13927,12876,5
14712,12876,5
15576,12876,5
15582,12876,5
16082,12876,5
28,13013,2
305,13013,3
3253,13013,2
9855,13013,2
11965,13013,2
14712,13013,2
15449,13013,4
15582,13013,5
16082,13013,5
1744,13197,5
1832,13197,4
6482,13197,4
6666,13197,5
14137,13197,2
14712,13197,2
15449,13197,3
15582,13197,1
16082,13197,3
3253,13227,1
3418,13227,2
3740,13227,1
6482,13227,2
12292,13227,1
28,13266,4
3253,13266,2
3418,13266,4
6482,13266,5
7186,13266,4
13927,13266,5
14712,13266,2
15582,13266,5
16082,13266,4
1744,13333,4
3418,13333,3
6482,13333,5
10721,13333,2
14712,13333,4
15449,13333,2
15582,13333,5
16082,13333,4
1744,13432,5
1832,13432,4
3418,13432,3
4761,13432,4
6482,13432,4
10721,13432,5
12538,13432,3
14712,13432,3
15582,13432,4
16082,13432,3
1832,13462,3
28,13586,3
305,13586,3
1744,13586,4
3253,13586,4
3418,13586,2
6482,13586,3
10721,13586,3
15582,13586,3
16082,13586,3
28,13620,5
2808,13620,5
3418,13620,5
4761,13620,5
6482,13620,3
14712,13620,3
15582,13620,4
16082,13620,3
28,13843,2
4761,13843,5
6482,13843,2
11158,13843,1
14712,13843,5
15582,13843,3
907,13856,4
1744,13856,3
3253,13856,3
1744,13891,4
3253,13891,3
3418,13891,4
6482,13891,2
10721,13891,2
14712,13891,3
15582,13891,3
16082,13891,3
28,13938,4
1744,13938,4
6482,13938,4
14137,13938,3
14712,13938,4
15582,13938,4
16082,13938,3
28,14081,4
1744,14081,4
3418,14081,4
6482,14081,3
6666,14081,4
11965,14081,3
14137,14081,4
14712,14081,4
15582,14081,4
16082,14081,4
48,14164,5
1061,14164,5
1744,14164,5
3418,14164,4
6482,14164,3
6650,14164,5
13604,14164,5
14137,14164,3
14712,14164,5
16082,14164,5
3418,14185,3
6482,14185,1
10721,14185,2
15449,14185,4
15582,14185,5
28,14189,4
1744,14189,5
10721,14189,3
14712,14189,3
15449,14189,4
15582,14189,4
16082,14189,5
28,14403,4
992,14403,4
1744,14403,4
3418,14403,5
6482,14403,4
13927,14403,3
15582,14403,5
1744,14642,4
1832,14642,4
3253,14642,4
6482,14642,4
6666,14642,5
10721,14642,3
15582,14642,2
16082,14642,3
28,14682,4
1744,14682,4
4761,14682,4
6482,14682,3
9087,14682,2
12292,14682,3
14137,14682,2
14712,14682,3
15582,14682,2
16082,14682,3
907,14690,4
1744,14690,3
1832,14690,4
3253,14690,3
5943,14690,3
6666,14690,2
11009,14690,4
12292,14690,3
13927,14690,4
15582,14690,3
28,14704,4
1832,14704,4
3418,14704,4
6482,14704,5
7726,14704,4
12292,14704,3
16082,14704,4
28,14728,4
1744,14728,4
1832,14728,5
4761,14728,3
6482,14728,4
6666,14728,3
14712,14728,3
15582,14728,3
992,14756,5
1744,14756,3
4761,14756,3
6482,14756,3
14712,14756,4
15582,14756,3
1832,14817,4
3253,14817,3
12292,14817,4
14712,14817,1
15582,14817,3
16082,14817,2
1744,15104,3
1832,15104,2
3418,15104,3
3740,15104,1
14712,15104,2
15449,15104,3
15582,15104,3
16082,15104,2
28,15191,4
1744,15191,4
3418,15191,1
6482,15191,3
10721,15191,3
14712,15191,5
15582,15191,5
28,15217,4
1744,15217,3
1832,15217,3
14712,15217,5
15582,15217,5
16082,15217,3
28,15233,5
3418,15233,2
4761,15233,3
6482,15233,4
14712,15233,3
15582,15233,4
28,15402,3
305,15402,4
1832,15402,3
3418,15402,3
6482,15402,4
14712,15402,3
15582,15402,2
16082,15402,4
28,15420,3
1744,15420,2
1832,15420,3
6482,15420,3
7186,15420,3
13927,15420,3
14137,15420,2
14712,15420,4
15582,15420,3
16082,15420,3
1832,15425,3
4761,15425,3
6482,15425,4
14137,15425,5
14712,15425,3
992,15458,4
1744,15458,4
1832,15458,3
4761,15458,2
5943,15458,3
6482,15458,3
14712,15458,3
15449,15458,3
15582,15458,3
16082,15458,4
1744,15732,3
3418,15732,2
10721,15732,3
14712,15732,2
15582,15732,1
16082,15732,2
28,15737,4
305,15737,3
1744,15737,3
2808,15737,4
4761,15737,3
6482,15737,4
8781,15737,4
9087,15737,3
10721,15737,3
14712,15737,3
15582,15737,4
1744,15814,3
3253,15814,4
9087,15814,4
13927,15814,4
14137,15814,4
14712,15814,4
15582,15814,4
16082,15814,4
1744,15846,4
3253,15846,3
3944,15846,3
14712,15846,4
16082,15846,4
1744,15880,4
3253,15880,3
4049,15880,4
7186,15880,5
12292,15880,5
14712,15880,2
16082,15880,2
305,16029,3
3418,16029,4
12538,16029,3
15582,16029,1
28,16051,4
595,16051,4
992,16051,3
1832,16051,3
3418,16051,3
4761,16051,3
6482,16051,3
13927,16051,4
14137,16051,3
14712,16051,3
14807,16051,4
15582,16051,3
16082,16051,3
305,16074,4
1744,16074,5
3418,16074,4
4761,16074,4
14712,16074,3
15582,16074,5
16082,16074,4
28,16272,2
48,16272,2
305,16272,3
992,16272,2
1744,16272,4
1832,16272,3
3253,16272,3
3418,16272,2
3740,16272,2
4049,16272,3
4761,16272,3
4981,16272,3
5943,16272,3
6482,16272,3
7186,16272,3
8781,16272,3
9087,16272,2
10721,16272,1
11009,16272,2
11158,16272,2
11688,16272,3
12538,16272,2
13633,16272,2
13927,16272,3
14137,16272,4
14712,16272,4
14962,16272,2
15449,16272,3
15516,16272,3
15576,16272,3
15582,16272,3
16082,16272,3
16933,16272,2
305,16273,4
907,16273,3
1744,16273,4
1832,16273,4
3418,16273,3
3740,16273,5
4544,16273,3
4761,16273,3
5943,16273,3
6482,16273,4
9087,16273,3
11158,16273,3
11688,16273,4
14712,16273,3
15449,16273,4
15516,16273,3
15582,16273,2
16082,16273,4
305,16287,4
1744,16287,3
1832,16287,3
3253,16287,3
3418,16287,3
6482,16287,4
10721,16287,3
11965,16287,3
14137,16287,3
14712,16287,4
15582,16287,3
16082,16287,3
3253,16355,5
3740,16355,2
5877,16355,2
6482,16355,2
9087,16355,3
12292,16355,3
15582,16355,1
28,16386,4
1744,16386,4
11965,16386,4
15582,16386,4
16082,16386,3
1744,16475,4
1832,16475,4
4761,16475,4
6482,16475,3
14137,16475,3
28,16479,3
1832,16479,3
3418,16479,4
16082,16479,3
28,16558,5
907,16558,4
992,16558,4
1744,16558,4
3418,16558,3
4761,16558,1
5943,16558,3
6482,16558,4
7186,16558,4
13927,16558,4
14712,16558,4
15582,16558,4
16082,16558,1
992,16565,3
1744,16565,3
1832,16565,3
6482,16565,4
10576,16565,1
13633,16565,3
14712,16565,3
15582,16565,3
28,16581,5
48,16581,4
1744,16581,5
1832,16581,4
4761,16581,3
6482,16581,4
6666,16581,3
9087,16581,3
14712,16581,3
15576,16581,3
1744,16591,5
6482,16591,4
14712,16591,1
15582,16591,1
16082,16591,2
28,16786,4
1744,16786,4
1832,16786,4
3253,16786,4
4761,16786,4
6482,16786,3
9087,16786,3
14712,16786,2
15582,16786,3
28,17138,4
305,17138,3
1744,17138,5
4761,17138,4
6482,17138,5
10721,17138,4
11965,17138,2
14712,17138,2
15449,17138,4
15582,17138,4
16082,17138,4
992,17186,3
1744,17186,3
3253,17186,3
6482,17186,4
7186,17186,3
14712,17186,2
15582,17186,2
28,17189,4
305,17189,3
907,17189,3
1744,17189,4
6482,17189,3
6666,17189,4
7186,17189,4
9087,17189,4
12292,17189,5
14712,17189,5
305,17227,4
1744,17227,1
1832,17227,1
3418,17227,3
3740,17227,1
14712,17227,2
15449,17227,5
15582,17227,2
16082,17227,4
1744,17246,4
1832,17246,5
3418,17246,4
4761,17246,1
6482,17246,5
14712,17246,5
16082,17246,4
1744,17421,5
3418,17421,1
4761,17421,5
6482,17421,3
15516,17421,1
15582,17421,3
16082,17421,3
3253,17433,5
9256,17433,5
12292,17433,5
15582,17433,4
28,17451,5
1744,17451,5
3418,17451,5
6482,17451,5
14137,17451,5
14712,17451,5
15576,17451,5
15582,17451,5
16082,17451,5
1744,17462,2
1832,17462,1
4761,17462,1
5877,17462,5
6482,17462,2
12292,17462,3
13927,17462,4
15582,17462,1
3418,17587,3
4761,17587,4
11688,17587,5
14712,17587,3
15582,17587,4
3253,17634,3
14137,17634,1
14712,17634,2
15582,17634,1
16082,17634,3
1744,17691,3
1832,17691,3
6482,17691,1
14712,17691,3
14807,17691,4
15582,17691,4
16082,17691,4
1744,17860,4
3253,17860,2
3418,17860,3
4049,17860,3
15582,17860,3
28,17864,4
305,17864,4
1744,17864,4
3253,17864,3
3418,17864,1
3944,17864,3
4761,17864,2
5943,17864,3
6666,17864,1
9087,17864,3
12292,17864,4
12538,17864,3
12824,17864,4
14137,17864,3
14712,17864,3
15582,17864,4
16082,17864,4
17137,17864,3
1832,17890,3
3253,17890,3
6482,17890,2
6666,17890,2
12824,17890,5
13186,17890,5
14712,17890,2
1832,17916,5
3418,17916,5
11965,17916,5
13927,17916,5
15449,17916,3
15576,17916,4
15582,17916,3
28,18103,3
1744,18103,4
1832,18103,3
6482,18103,2
14712,18103,2
15582,18103,2
1744,18106,4
6482,18106,4
6666,18106,2
14712,18106,2
15449,18106,1
15582,18106,4
16082,18106,5
1744,18108,3
1832,18108,2
12824,18108,2
14712,18108,1
28,18279,4
1744,18279,4
3418,18279,3
14712,18279,5
15582,18279,4
305,18360,4
1744,18360,4
1832,18360,4
3253,18360,3
3418,18360,5
4761,18360,3
10721,18360,3
14712,18360,3
15582,18360,3
16082,18360,5
28,18415,4
1744,18415,3
1832,18415,2
3418,18415,3
6482,18415,3
6666,18415,4
10721,18415,3
15582,18415,3
6482,18426,4
14712,18426,3
15582,18426,3
1744,18432,4
3253,18432,4
6482,18432,4
14712,18432,5
15582,18432,5
16082,18432,4
28,18739,3
11965,18739,3
14712,18739,4
15449,18739,4
15582,18739,3
16082,18739,2
1744,18786,3
1832,18786,5
6482,18786,3
13927,18786,5
14712,18786,2
28,18830,5
305,18830,4
1744,18830,5
3418,18830,4
4761,18830,4
6482,18830,3
9087,18830,2
10721,18830,4
14137,18830,5
14712,18830,5
15582,18830,4
16082,18830,4
305,18856,3
992,18856,3
1744,18856,3
1832,18856,3
3418,18856,3
5943,18856,4
14712,18856,4
15449,18856,3
15576,18856,2
15582,18856,4
16082,18856,3
1744,18907,5
1832,18907,1
3418,18907,1
4761,18907,3
6482,18907,2
9087,18907,2
14137,18907,1
15582,18907,3
1744,19080,4
1832,19080,4
4761,19080,4
6482,19080,4
1744,19106,4
13927,19106,4
14137,19106,2
14712,19106,3
15582,19106,4
16082,19106,3
28,19117,3
1744,19117,4
3740,19117,4
4761,19117,3
6482,19117,3
14712,19117,5
16082,19117,3
1744,19121,4
3418,19121,2
6482,19121,2
14712,19121,3
15582,19121,4
16082,19121,4
3253,19318,2
3418,19318,3
15582,19318,3
16082,19318,3
28,19475,5
1744,19475,4
3418,19475,4
4761,19475,4
6482,19475,4
11965,19475,5
14137,19475,4
14712,19475,5
15576,19475,5
15582,19475,4
16082,19475,5
28,19573,4
1744,19573,4
1832,19573,3
3253,19573,5
4761,19573,3
